Load, Connected KVA, Allocation Factor, Phases, kW, kvar, PF, Model
338937C0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
338937C0B,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
338941C0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
338941C0B,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
338942A0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
338942A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
338943C0A,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
338943C0B,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
338944C0A,      0.0, 0.500, 1,      3.8,      0.9, 0.970, 1
338944C0B,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
338945A0A,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
338945A0B,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
338947B0A,      0.0, 0.500, 1,      4.2,      1.1, 0.970, 1
338947B0B,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
338949B0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
338949B0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
338950B0A,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
338950B0B,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
338953B0A,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
338953B0B,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
338954A0A,      0.0, 0.500, 1,      5.8,      1.4, 0.970, 1
338954A0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
338955B0A,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
338955B0B,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
338956A0A,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
338956A0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
338957C0A,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
338957C0B,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
338958C0A,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
338958C0B,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
338959C0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
338959C0B,      0.0, 0.500, 1,      9.7,      2.4, 0.970, 1
338960C0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
338960C0B,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
338961C0A,      0.0, 0.500, 1,      9.7,      2.4, 0.970, 1
338961C0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
338962C0A,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
338962C0B,      0.0, 0.500, 1,      4.6,      1.1, 0.970, 1
338963C0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
338963C0B,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
338964C0A,      0.0, 0.500, 1,     13.1,      3.3, 0.970, 1
338964C0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
338965A0A,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
338965A0B,      0.0, 0.500, 1,      8.6,      2.2, 0.970, 1
338966C0A,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
338966C0B,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
338967C0A,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
338967C0B,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
338968C0A,      0.0, 0.500, 1,      7.2,      1.8, 0.970, 1
338968C0B,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
338969A0A,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
338969A0B,      0.0, 0.500, 1,     12.1,      3.0, 0.970, 1
338970A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
338970A0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
338972B0A,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
338972B0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
338973A0A,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
338973A0B,      0.0, 0.500, 1,      5.8,      1.4, 0.970, 1
338975A0A,      0.0, 0.500, 1,      2.6,      0.6, 0.970, 1
338975A0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
338976B0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
338976B0B,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
338977A0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
338977A0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
338977B0A,      0.0, 0.500, 1,      3.4,      0.8, 0.970, 1
338977B0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
338977C0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
338977C0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
338978C0A,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
338978C0B,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
338979B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
338979B0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
338981B0A,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
338981B0B,      0.0, 0.500, 1,      5.4,      1.3, 0.970, 1
338982B0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
338982B0B,      0.0, 0.500, 1,      1.4,      0.3, 0.970, 1
338983B0A,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
338983B0B,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
338984A0A,      0.0, 0.500, 1,      7.4,      1.9, 0.970, 1
338984A0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
338985A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
338985A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
338986A0A,      0.0, 0.500, 1,      8.7,      2.2, 0.970, 1
338986A0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
338987A0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
338987A0B,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
338988A0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
338988A0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
338989A0A,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
338989A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
338990B0A,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
338990B0B,      0.0, 0.500, 1,     17.2,      4.3, 0.970, 1
338992B0A,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
338992B0B,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
338993B0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
338993B0B,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
338994B0A,      0.0, 0.500, 1,     16.4,      4.1, 0.970, 1
338994B0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
338995B0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
338995B0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
338997B0A,      0.0, 0.500, 1,      9.8,      2.5, 0.970, 1
338997B0B,      0.0, 0.500, 1,      9.6,      2.4, 0.970, 1
338998B0A,      0.0, 0.500, 1,      8.3,      2.1, 0.970, 1
338998B0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
338999B0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
338999B0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
339001B0A,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
339001B0B,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
339002B0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
339002B0B,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
339003B0A,      0.0, 0.500, 1,      9.0,      2.3, 0.970, 1
339003B0B,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
339004B0A,      0.0, 0.500, 1,      5.4,      1.3, 0.970, 1
339004B0B,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
339005B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
339005B0B,      0.0, 0.500, 1,     14.5,      3.6, 0.970, 1
339006B0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
339006B0B,      0.0, 0.500, 1,      6.6,      1.6, 0.970, 1
339007B0A,      0.0, 0.500, 1,      9.6,      2.4, 0.970, 1
339007B0B,      0.0, 0.500, 1,      0.1,      0.0, 0.970, 1
339008B0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
339008B0B,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
339010B0A,      0.0, 0.500, 1,     14.5,      3.6, 0.970, 1
339010B0B,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
339011B0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
339011B0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
339012B0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
339012B0B,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
339013B0A,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
339013B0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
339016B0A,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
339016B0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
339017C0A,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
339017C0B,      0.0, 0.500, 1,      4.6,      1.2, 0.970, 1
339018A0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
339018A0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
339019A0A,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
339019A0B,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
339020A0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
339020A0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
339021A0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
339021A0B,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
339042B0A,      0.0, 0.500, 1,      6.1,      1.5, 0.970, 1
339042B0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
339043C0A,      0.0, 0.500, 1,      5.9,      1.5, 0.970, 1
339043C0B,      0.0, 0.500, 1,      4.2,      1.1, 0.970, 1
339044C0A,      0.0, 0.500, 1,      4.3,      1.1, 0.970, 1
339044C0B,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
339046A0A,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
339046A0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
339047A0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
339047A0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
339048A0A,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
339048A0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
339049A0A,      0.0, 0.500, 1,      4.1,      1.0, 0.970, 1
339049A0B,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
339051C0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
339051C0B,      0.0, 0.500, 1,      6.9,      1.7, 0.970, 1
339052C0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
339052C0B,      0.0, 0.500, 1,     12.0,      3.0, 0.970, 1
339097B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
339097B0B,      0.0, 0.500, 1,      5.8,      1.4, 0.970, 1
346639C0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
346639C0B,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
350993C0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
350993C0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
350994C0A,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
350994C0B,      0.0, 0.500, 1,     10.8,      2.7, 0.970, 1
351019C0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
351019C0B,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
351020C0A,      0.0, 0.500, 1,      7.6,      1.9, 0.970, 1
351020C0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
351021C0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
351021C0B,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
354851B0A,      0.0, 0.500, 1,      7.1,      1.8, 0.970, 1
354851B0B,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
355358B0A,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
355358B0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
355359B0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
355359B0B,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
355375A0A,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
355375A0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
355376B0A,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
355376B0B,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
355431C0A,      0.0, 0.500, 1,     12.6,      3.2, 0.970, 1
355431C0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
355432C0A,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
355432C0B,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
355433C0A,      0.0, 0.500, 1,     12.6,      3.2, 0.970, 1
355433C0B,      0.0, 0.500, 1,      7.7,      1.9, 0.970, 1
355437C0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
355437C0B,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
355438C0A,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
355438C0B,      0.0, 0.500, 1,      9.9,      2.5, 0.970, 1
355584B0A,      0.0, 0.500, 1,      8.1,      2.0, 0.970, 1
355584B0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
355585B0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
355585B0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
355586B0A,      0.0, 0.500, 1,      7.3,      1.8, 0.970, 1
355586B0B,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
355587B0A,      0.0, 0.500, 1,      0.6,      0.1, 0.970, 1
355587B0B,      0.0, 0.500, 1,      9.2,      2.3, 0.970, 1
355588B0A,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
355588B0B,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
355589B0A,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
355589B0B,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
355590B0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
355590B0B,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
355591B0A,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
355591B0B,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
355592B0A,      0.0, 0.500, 1,      4.0,      1.0, 0.970, 1
355592B0B,      0.0, 0.500, 1,      5.7,      1.4, 0.970, 1
355593B0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
355593B0B,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
355595B0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
355595B0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
355596B0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
355596B0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
355597B0A,      0.0, 0.500, 1,      4.2,      1.0, 0.970, 1
355597B0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
355598B0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
355598B0B,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
355599B0A,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
355599B0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
355600B0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
355600B0B,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
355601B0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
355601B0B,      0.0, 0.500, 1,      3.8,      0.9, 0.970, 1
355602B0A,      0.0, 0.500, 1,      5.8,      1.5, 0.970, 1
355602B0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
355603B0A,      0.0, 0.500, 1,      5.0,      1.3, 0.970, 1
355603B0B,      0.0, 0.500, 1,      9.6,      2.4, 0.970, 1
355604B0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
355604B0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
355605B0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
355605B0B,      0.0, 0.500, 1,      7.7,      1.9, 0.970, 1
355606B0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
355606B0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
355607B0A,      0.0, 0.500, 1,      8.8,      2.2, 0.970, 1
355607B0B,      0.0, 0.500, 1,      0.9,      0.2, 0.970, 1
355618B0A,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
355618B0B,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
355767B0A,      0.0, 0.500, 1,     10.4,      2.6, 0.970, 1
355767B0B,      0.0, 0.500, 1,      4.2,      1.0, 0.970, 1
355768B0A,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
355768B0B,      0.0, 0.500, 1,      9.7,      2.4, 0.970, 1
355773A0A,      0.0, 0.500, 1,      5.0,      1.2, 0.970, 1
355773A0B,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
355777B0A,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
355777B0B,      0.0, 0.500, 1,      4.2,      1.0, 0.970, 1
355778C0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
355778C0B,      0.0, 0.500, 1,      1.4,      0.3, 0.970, 1
355779C0A,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
355779C0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
355780B0A,      0.0, 0.500, 1,      6.4,      1.6, 0.970, 1
355780B0B,      0.0, 0.500, 1,      3.3,      0.8, 0.970, 1
355840B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
355840B0B,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
355842A0A,      0.0, 0.500, 1,      2.9,      0.7, 0.970, 1
355842A0B,      0.0, 0.500, 1,      6.0,      1.5, 0.970, 1
355843A0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
355843A0B,      0.0, 0.500, 1,      1.2,      0.3, 0.970, 1
355933A0A,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
355933A0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
355934A0A,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
355934A0B,      0.0, 0.500, 1,      1.0,      0.3, 0.970, 1
355935A0A,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
355935A0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
355936A0A,      0.0, 0.500, 1,      5.1,      1.3, 0.970, 1
355936A0B,      0.0, 0.500, 1,      8.2,      2.1, 0.970, 1
355937A0A,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
355937A0B,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
355938A0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
355938A0B,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
355942A0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
355942A0B,      0.0, 0.500, 1,      6.5,      1.6, 0.970, 1
355943C0A,      0.0, 0.500, 1,      2.2,      0.5, 0.970, 1
355943C0B,      0.0, 0.500, 1,      8.0,      2.0, 0.970, 1
355944B0A,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
355944B0B,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
356007A0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
356007A0B,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
356008A0A,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
356008A0B,      0.0, 0.500, 1,      2.5,      0.6, 0.970, 1
356009A0A,      0.0, 0.500, 1,      1.1,      0.3, 0.970, 1
356009A0B,      0.0, 0.500, 1,      4.2,      1.1, 0.970, 1
356010A0A,      0.0, 0.500, 1,      2.0,      0.5, 0.970, 1
356010A0B,      0.0, 0.500, 1,      6.8,      1.7, 0.970, 1
356011A0A,      0.0, 0.500, 1,      5.2,      1.3, 0.970, 1
356011A0B,      0.0, 0.500, 1,      0.0,      0.0, 0.970, 1
356012A0A,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
356012A0B,      0.0, 0.500, 1,      3.2,      0.8, 0.970, 1
356013A0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
356013A0B,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
356014A0A,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
356014A0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
356015A0A,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
356015A0B,      0.0, 0.500, 1,      3.4,      0.9, 0.970, 1
356062B0A,      0.0, 0.500, 1,      2.7,      0.7, 0.970, 1
356062B0B,      0.0, 0.500, 1,      7.0,      1.8, 0.970, 1
356063C0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
356063C0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
356064B0A,      0.0, 0.500, 1,      0.5,      0.1, 0.970, 1
356064B0B,      0.0, 0.500, 1,      9.3,      2.3, 0.970, 1
356065B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
356065B0B,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
356787C0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
356787C0B,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
356788C0A,      0.0, 0.500, 1,      3.9,      1.0, 0.970, 1
356788C0B,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
356789C0A,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
356789C0B,      0.0, 0.500, 1,      0.8,      0.2, 0.970, 1
356790C0A,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
356790C0B,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
356791C0A,      0.0, 0.500, 1,      9.8,      2.5, 0.970, 1
356791C0B,      0.0, 0.500, 1,      5.4,      1.4, 0.970, 1
356793C0A,      0.0, 0.500, 1,     12.3,      3.1, 0.970, 1
356793C0B,      0.0, 0.500, 1,      3.0,      0.7, 0.970, 1
356794C0A,      0.0, 0.500, 1,      6.3,      1.6, 0.970, 1
356794C0B,      0.0, 0.500, 1,      3.8,      1.0, 0.970, 1
356795C0A,      0.0, 0.500, 1,      2.3,      0.6, 0.970, 1
356795C0B,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
356796C0A,      0.0, 0.500, 1,      4.6,      1.1, 0.970, 1
356796C0B,      0.0, 0.500, 1,      5.6,      1.4, 0.970, 1
356797C0A,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
356797C0B,      0.0, 0.500, 1,      8.9,      2.2, 0.970, 1
356798C0A,      0.0, 0.500, 1,      7.4,      1.9, 0.970, 1
356798C0B,      0.0, 0.500, 1,      2.8,      0.7, 0.970, 1
356800A0A,      0.0, 0.500, 1,      8.5,      2.1, 0.970, 1
356800A0B,      0.0, 0.500, 1,      0.4,      0.0, 0.970, 1
356801A0A,      0.0, 0.500, 1,      1.8,      0.5, 0.970, 1
356801A0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
356802A0A,      0.0, 0.500, 1,      3.6,      0.9, 0.970, 1
356802A0B,      0.0, 0.500, 1,      5.3,      1.3, 0.970, 1
356803A0A,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
356803A0B,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
356804A0A,      0.0, 0.500, 1,      2.6,      0.7, 0.970, 1
356804A0B,      0.0, 0.500, 1,      6.2,      1.6, 0.970, 1
356805A0A,      0.0, 0.500, 1,      2.2,      0.6, 0.970, 1
356805A0B,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
356807A0A,      0.0, 0.500, 1,      1.4,      0.4, 0.970, 1
356807A0B,      0.0, 0.500, 1,      7.5,      1.9, 0.970, 1
356808A0A,      0.0, 0.500, 1,      4.2,      1.0, 0.970, 1
356808A0B,      0.0, 0.500, 1,      9.1,      2.3, 0.970, 1
356809A0A,      0.0, 0.500, 1,      5.5,      1.4, 0.970, 1
356809A0B,      0.0, 0.500, 1,      3.4,      0.8, 0.970, 1
356810C0A,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
356810C0B,      0.0, 0.500, 1,      1.7,      0.4, 0.970, 1
356811A0A,      0.0, 0.500, 1,      4.4,      1.1, 0.970, 1
356811A0B,      0.0, 0.500, 1,      4.5,      1.1, 0.970, 1
356814C0A,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
356814C0B,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
356815A0A,      0.0, 0.500, 1,      3.1,      0.8, 0.970, 1
356815A0B,      0.0, 0.500, 1,      5.8,      1.4, 0.970, 1
391736B0A,      0.0, 0.500, 1,      3.7,      0.9, 0.970, 1
391736B0B,      0.0, 0.500, 1,      2.1,      0.5, 0.970, 1
391737B0A,      0.0, 0.500, 1,      7.9,      2.0, 0.970, 1
391737B0B,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
391738B0A,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
391738B0B,      0.0, 0.500, 1,      0.4,      0.1, 0.970, 1
391739B0A,      0.0, 0.500, 1,      8.2,      2.0, 0.970, 1
391739B0B,      0.0, 0.500, 1,      1.6,      0.4, 0.970, 1
391740B0A,      0.0, 0.500, 1,      2.4,      0.6, 0.970, 1
391740B0B,      0.0, 0.500, 1,      1.5,      0.4, 0.970, 1
391741B0A,      0.0, 0.500, 1,      8.4,      2.1, 0.970, 1
391741B0B,      0.0, 0.500, 1,      1.3,      0.3, 0.970, 1
391742B0A,      0.0, 0.500, 1,      0.7,      0.2, 0.970, 1
391742B0B,      0.0, 0.500, 1,      9.1,      2.3, 0.970, 1
391743B0A,      0.0, 0.500, 1,      4.8,      1.2, 0.970, 1
391743B0B,      0.0, 0.500, 1,      4.9,      1.2, 0.970, 1
391744B0A,      0.0, 0.500, 1,      3.0,      0.8, 0.970, 1
391744B0B,      0.0, 0.500, 1,      6.7,      1.7, 0.970, 1
391745B0A,      0.0, 0.500, 1,      0.2,      0.0, 0.970, 1
391745B0B,      0.0, 0.500, 1,      9.5,      2.4, 0.970, 1
391746B0A,      0.0, 0.500, 1,      0.3,      0.0, 0.970, 1
391746B0B,      0.0, 0.500, 1,      3.5,      0.9, 0.970, 1
391747B0A,      0.0, 0.500, 1,      1.9,      0.5, 0.970, 1
